15,4865,2432.557704,36.27207269,-115.0108131,594.9593908,,,,,,,,
158.8110242,-202.6458772,0,0.6641827619,10.0,107832.5919,2432.557704,2432.557704,0,155.3124288,-198.1767078,160.2216266,-204.4478065,-0.1135720737
159.2444591,-202.30657,0,0.6641878853,10.0,107048.3771,0.5504500703,2432.007254,0,155.7452822,-197.8367048,160.6549312,-204.1083136,-0.1135967422
159.6780459,-201.9671403,0,0.6641930479,10.0,106275.2002,1.101095119,2431.456609,0,156.1782887,-197.4965815,161.0883893,-203.7687005,-0.1135967422
160.1117827,-201.6275896,0,0.6641982497,10.0,105512.7871,1.65193293,2430.905771,0,156.6114466,-197.1563393,161.5219992,-203.4289684,-0.113596343
160.5456677,-201.2879191,0,0.6642034908,10.0,104760.8858,2.202961291,2430.354742,0,157.0447542,-196.8159795,161.9557592,-203.0891188,-0.113596343
160.9796993,-200.9481303,0,0.6642087712,10.0,104019.2527,2.754177985,2429.803526,0,157.4782098,-196.4755035,162.3896675,-202.7491529,-0.1135974808
161.4138756,-200.6082244,0,0.664214091,10.0,103287.6754,3.305580799,2429.252123,0,157.9117896,-196.1348847,162.8237224,-202.4090722,-0.1135974808
161.8481949,-200.2682028,0,0.6642194501,10.0,102565.9007,3.857167517,2428.700536,0,158.3455131,-195.7941515,163.2579222,-202.0688781,-0.1135960529
162.2826554,-199.928067,0,0.6642248485,10.0,101853.7183,4.408935925,2428.148768,0,158.7793793,-195.4533063,163.6922475,-201.7285494,-0.1135960529
162.7172554,-199.5878181,0,0.6642302864,10.0,101150.9051,4.960883808,2427.59682,0,159.2133865,-195.1123503,164.1267114,-201.3881066,-0.113565267
163.1519931,-199.2474575,0,0.6642357636,10.0,100457.2654,5.513008951,2427.044695,0,159.6475328,-194.7712849,164.5613149,-201.0475543,-0.113565267
163.5868668,-198.9069867,0,0.6642412803,10.0,99772.59484,6.06530914,2426.492395,0,160.0818166,-194.4301116,164.9960563,-200.706894,-0.1135948459
164.0218747,-198.5664069,0,0.6642468365,10.0,99096.69349,6.61778216,2425.939922,0,160.5162362,-194.0888316,165.4309338,-200.3661271,-0.1135948459
164.457015,-198.2257196,0,0.6642524323,10.0,98429.36674,7.170425796,2425.387278,0,160.9507897,-193.7474464,165.8659456,-200.0252549,-0.1135938987
164.892286,-197.8849259,0,0.6642580675,10.0,97770.43363,7.723237834,2424.834466,0,161.3854755,-193.4059573,166.3010901,-199.6842787,-0.1135938987
165.3276859,-197.5440274,0,0.6642637423,10.0,97119.72169,8.276216059,2424.281488,0,161.8202918,-193.0643657,166.7363654,-199.3432,-0.1135964759
165.763213,-197.2030252,0,0.6642694568,10.0,96477.05159,8.829358255,2423.728345,0,162.2552143,-192.7226442,167.1717699,-199.0020202,-0.1135964759
166.1988655,-196.8619209,0,0.6642752108,10.0,95842.24742,9.382662209,2423.175041,0,162.6902628,-192.3808215,167.6073018,-198.6607404,-0.1135964759
166.6346416,-196.5207157,0,0.6642810046,10.0,95215.14363,9.936125706,2422.621578,0,163.1254366,-192.0389004,168.0429409,-198.3193388,-0.1135640415
167.0705397,-196.179411,0,0.664286838,10.0,94595.59813,10.48974653,2422.067957,0,163.5607338,-191.6968823,168.4787008,-197.977836,-0.1135640415
167.5065578,-195.838008,0,0.6642927112,10.0,93983.43967,11.04352247,2421.514181,0,163.9961529,-191.3547685,168.9145828,-197.6362375,-0.1135952451
167.9426944,-195.4965083,0,0.6642986242,10.0,93378.51335,11.5974513,2420.960252,0,164.431692,-191.0125603,169.3505853,-197.2945445,-0.1135952451
168.3789475,-195.1549131,0,0.664304577,10.0,92780.67997,12.15153082,2420.406173,0,164.8673494,-190.6702592,169.7867064,-196.9527586,-0.1135935628
168.8153155,-194.8132237,0,0.6643105697,10.0,92189.79925,12.70575881,2419.851945,0,165.3031233,-190.3278666,170.2229444,-196.6108811,-0.1135935628
169.2517966,-194.4714415,0,0.6643166022,10.0,91605.72559,13.26013306,2419.297571,0,165.7390121,-189.9853837,170.6592976,-196.2689132,-0.1135948825
169.6883891,-194.1295679,0,0.6643226747,10.0,91028.31912,13.81465134,2418.743052,0,166.1750139,-189.6428119,171.0957643,-195.9268565,-0.1135948825
170.1250911,-193.7876042,0,0.6643287872,10.0,90457.45463,14.36931145,2418.188392,0,166.6111041,-189.3001234,171.5323426,-195.5847123,-0.1135656954
170.5619009,-193.4455518,0,0.6643349397,10.0,89893.00218,14.92411117,2417.633593,0,167.0473023,-188.9573468,171.969031,-195.2424818,-0.1135656954
170.9988169,-193.1034119,0,0.6643411323,10.0,89334.8392,15.47904828,2417.078655,0,167.4836084,-188.6144854,172.4058083,-194.9001421,-0.1135910256
171.4358371,-192.761186,0,0.664347365,10.0,88782.83475,16.03412058,2416.523583,0,167.9200205,-188.2715406,172.8426884,-194.5577141,-0.1135910256
171.8729598,-192.4188753,0,0.6643536379,10.0,88236.87643,16.58932584,2415.968378,0,168.3565371,-187.9285139,173.2796731,-194.2152041,-0.1135939047
172.3101834,-192.0764813,0,0.6643599509,10.0,87696.84552,17.14466185,2415.413042,0,168.7931562,-187.5854065,173.7167609,-193.8726133,-0.1135939047
172.747506,-191.7340053,0,0.6643663042,10.0,87162.63444,17.7001264,2414.857577,0,169.2298763,-187.2422198,174.1539499,-193.5299432,-0.1135934366
173.1849258,-191.3914486,0,0.6643726979,10.0,86634.12886,18.25571727,2414.301986,0,169.6666954,-186.8989553,174.5912384,-193.1871951,-0.1135934366
