0,9617,4869.57,39.79476,-86.234915,0.87
39.79314951,-86.23891676,0.259107947,5.0,,
39.79314937,-86.23891676,0.259064198,5.0,,
39.79314924,-86.23891676,0.259019434,5.0,,
39.79314897,-86.23891676,0.258930564,5.0,,
39.79314883,-86.23891676,0.258886397,5.0,,
39.7931487,-86.23891677,0.258842289,5.0,,
39.79314856,-86.23891677,0.25879842,5.0,,
39.79314842,-86.23891677,0.258754671,5.0,,
39.79314842,-86.23891677,0.258754671,5.0,,
39.79314842,-86.23891677,0.258754671,5.0,,
39.79314815,-86.23891677,0.258670777,5.0,,
39.79314801,-86.23891677,0.258626938,5.0,,
39.79314788,-86.23891677,0.258582503,5.0,,
39.79314774,-86.23891677,0.258538425,5.0,,
39.7931476,-86.23891678,0.258494318,5.0,,
39.79314746,-86.23891678,0.258450449,5.0,,
39.79314733,-86.23891678,0.25840652,5.0,,
39.79314719,-86.23891678,0.25836283,5.0,,
39.79314705,-86.23891678,0.25831908,5.0,,
39.79314705,-86.23891678,0.25831908,5.0,,
39.79314705,-86.23891678,0.25831908,5.0,,
39.79314677,-86.23891678,0.25823471,5.0,,
39.79314664,-86.23891678,0.258190393,5.0,,
39.7931465,-86.23891679,0.258145332,5.0,,
39.79314636,-86.23891679,0.258100539,5.0,,
39.79314608,-86.23891679,0.258010745,5.0,,
39.79314594,-86.23891679,0.257965893,5.0,,
39.7931458,-86.23891679,0.2579211,5.0,,
39.79314566,-86.23891679,0.257876337,5.0,,
39.79314566,-86.23891679,0.257876337,5.0,,
39.79314552,-86.23891679,0.257833421,5.0,,
39.79314538,-86.23891679,0.257788509,5.0,,
39.79314524,-86.2389168,0.257743537,5.0,,
39.7931451,-86.2389168,0.257698357,5.0,,
39.79314496,-86.2389168,0.257653236,5.0,,
39.79314482,-86.2389168,0.257608175,5.0,,
39.79314468,-86.2389168,0.257563174,5.0,,
39.79314454,-86.2389168,0.257518291,5.0,,
39.7931444,-86.2389168,0.257473528,5.0,,
39.79314426,-86.2389168,0.257428825,5.0,,
39.79314426,-86.2389168,0.257428825,5.0,,
39.79314412,-86.23891681,0.257386059,5.0,,
39.79314398,-86.23891681,0.257341355,5.0,,
39.79314383,-86.23891681,0.257296622,5.0,,
39.79314355,-86.23891681,0.257206917,5.0,,
39.79314341,-86.23891681,0.257162124,5.0,,
39.79314327,-86.23891681,0.257117391,5.0,,
39.79314313,-86.23891681,0.257072777,5.0,,
39.79314298,-86.23891682,0.257028222,5.0,,
39.79314284,-86.23891682,0.256983638,5.0,,
39.79314284,-86.23891682,0.256983638,5.0,,
39.7931427,-86.23891682,0.256940842,5.0,,
39.79314256,-86.23891682,0.256895959,5.0,,
39.79314227,-86.23891682,0.256805718,5.0,,
39.79314213,-86.23891682,0.256760418,5.0,,
39.79314198,-86.23891682,0.25671488,5.0,,
39.79314184,-86.23891683,0.256669402,5.0,,
39.7931417,-86.23891683,0.256623775,5.0,,
39.79314155,-86.23891683,0.256578088,5.0,,
39.79314141,-86.23891683,0.256532282,5.0,,
39.79314141,-86.23891683,0.256532282,5.0,,
39.79314126,-86.23891683,0.256488115,5.0,,
39.79314112,-86.23891683,0.256441861,5.0,,
39.79314098,-86.23891683,0.256395459,5.0,,
39.79314083,-86.23891683,0.25634867,5.0,,
39.79314054,-86.23891684,0.25625515,5.0,,
39.7931404,-86.23891684,0.256208479,5.0,,
39.79314025,-86.23891684,0.256161779,5.0,,
39.79314011,-86.23891684,0.256115139,5.0,,
39.79313996,-86.23891684,0.256068587,5.0,,
39.79313996,-86.23891684,0.256068587,5.0,,
39.79313996,-86.23891684,0.256068587,5.0,,
39.79313982,-86.23891684,0.256025314,5.0,,
39.79313967,-86.23891684,0.255978405,5.0,,
39.79313952,-86.23891685,0.255931318,5.0,,
39.79313938,-86.23891685,0.255883753,5.0,,
39.79313909,-86.23891685,0.255789191,5.0,,
39.79313894,-86.23891685,0.255742133,5.0,,
39.79313879,-86.23891685,0.255695224,5.0,,
39.79313865,-86.23891685,0.255648434,5.0,,
39.7931385,-86.23891685,0.255601764,5.0,,
39.7931385,-86.23891685,0.255601764,5.0,,
39.7931385,-86.23891685,0.255601764,5.0,,
39.79313835,-86.23891686,0.255558461,5.0,,
39.79313821,-86.23891686,0.255511552,5.0,,
39.79313806,-86.23891686,0.255464435,5.0,,
39.79313791,-86.23891686,0.25541687,5.0,,
39.79313776,-86.23891686,0.255369604,5.0,,
39.79313762,-86.23891686,0.255322337,5.0,,
39.79313747,-86.23891686,0.255275249,5.0,,
39.79313732,-86.23891686,0.255228162,5.0,,
39.79313717,-86.23891687,0.255181193,5.0,,
39.79313702,-86.23891687,0.255134284,5.0,,
39.79313702,-86.23891687,0.255134284,5.0,,
39.79313687,-86.23891687,0.255090535,5.0,,
39.79313673,-86.23891687,0.255043149,5.0,,
39.79313658,-86.23891687,0.254995525,5.0,,
39.79313643,-86.23891687,0.254947305,5.0,,
39.79313628,-86.23891687,0.254899353,5.0,,
39.79313613,-86.23891688,0.254851371,5.0,,
39.79313598,-86.23891688,0.254803479,5.0,,
39.79313583,-86.23891688,0.254755676,5.0,,
39.79313553,-86.23891688,0.254660189,5.0,,
39.79313553,-86.23891688,0.254660189,5.0,,
39.79313553,-86.23891688,0.254660189,5.0,,
39.79313538,-86.23891688,0.254615664,5.0,,
39.79313523,-86.23891688,0.254567564,5.0,,
39.79313508,-86.23891689,0.254519284,5.0,,
39.79313493,-86.23891689,0.254470468,5.0,,
39.79313478,-86.23891689,0.25442189,5.0,,
39.79313463,-86.23891689,0.254373312,5.0,,
39.79313433,-86.23891689,0.254276723,5.0,,
39.79313418,-86.23891689,0.254228592,5.0,,
39.79313403,-86.23891689,0.254180521,5.0,,
39.79313403,-86.23891689,0.254180521,5.0,,
39.79313403,-86.23891689,0.254180521,5.0,,
39.79313388,-86.2389169,0.254135638,5.0,,
39.79313372,-86.2389169,0.25408721,5.0,,
39.79313357,-86.2389169,0.254038632,5.0,,
