0,9617,4869.57,39.79476,-86.234915,0.87
2362067.124,749021.6857,-501054.3328,5.0
2362067.129,749021.6709,-501054.3329,5.0
2362067.133,749021.6571,-501054.333,5.0
2362067.143,749021.6286,-501054.3331,5.0
2362067.147,749021.6138,-501054.3332,5.0
2362067.151,749021.5998,-501054.333,5.0
2362067.156,749021.585,-501054.333,5.0
2362067.161,749021.5703,-501054.3331,5.0
2362067.161,749021.5703,-501054.3331,5.0
2362067.161,749021.5703,-501054.3331,5.0
2362067.17,749021.5417,-501054.3333,5.0
2362067.175,749021.5269,-501054.3333,5.0
2362067.179,749021.5132,-501054.3334,5.0
2362067.184,749021.4984,-501054.3335,5.0
2362067.188,749021.4834,-501054.3332,5.0
2362067.193,749021.4686,-501054.3333,5.0
2362067.197,749021.4548,-501054.3334,5.0
2362067.202,749021.44,-501054.3335,5.0
2362067.207,749021.4252,-501054.3335,5.0
2362067.207,749021.4252,-501054.3335,5.0
2362067.207,749021.4252,-501054.3335,5.0
2362067.216,749021.3957,-501054.3337,5.0
2362067.221,749021.3819,-501054.3338,5.0
2362067.225,749021.3669,-501054.3335,5.0
2362067.229,749021.3521,-501054.3336,5.0
2362067.239,749021.3225,-501054.3337,5.0
2362067.244,749021.3077,-501054.3338,5.0
2362067.248,749021.2929,-501054.3339,5.0
2362067.253,749021.2781,-501054.334,5.0
2362067.253,749021.2781,-501054.334,5.0
2362067.258,749021.2633,-501054.334,5.0
2362067.263,749021.2485,-501054.3341,5.0
2362067.267,749021.2335,-501054.3339,5.0
2362067.272,749021.2187,-501054.3339,5.0
2362067.276,749021.2039,-501054.334,5.0
2362067.281,749021.1891,-501054.3341,5.0
2362067.286,749021.1743,-501054.3342,5.0
2362067.291,749021.1595,-501054.3342,5.0
2362067.295,749021.1447,-501054.3343,5.0
2362067.3,749021.1299,-501054.3344,5.0
2362067.3,749021.1299,-501054.3344,5.0
2362067.304,749021.1149,-501054.3341,5.0
2362067.309,749021.1001,-501054.3342,5.0
2362067.314,749021.0843,-501054.3343,5.0
2362067.324,749021.0547,-501054.3344,5.0
2362067.328,749021.0399,-501054.3345,5.0
2362067.333,749021.0251,-501054.3346,5.0
2362067.338,749021.0103,-501054.3347,5.0
2362067.342,749020.9942,-501054.3344,5.0
2362067.347,749020.9794,-501054.3345,5.0
2362067.347,749020.9794,-501054.3345,5.0
2362067.352,749020.9646,-501054.3346,5.0
2362067.357,749020.9498,-501054.3347,5.0
2362067.367,749020.9192,-501054.3348,5.0
2362067.371,749020.9044,-501054.3349,5.0
2362067.376,749020.8885,-501054.335,5.0
2362067.38,749020.8735,-501054.3347,5.0
2362067.385,749020.8587,-501054.3348,5.0
2362067.39,749020.8428,-501054.3349,5.0
2362067.395,749020.8281,-501054.3349,5.0
2362067.395,749020.8281,-501054.3349,5.0
2362067.4,749020.8122,-501054.335,5.0
2362067.405,749020.7974,-501054.3351,5.0
2362067.41,749020.7826,-501054.3352,5.0
2362067.415,749020.7668,-501054.3353,5.0
2362067.424,749020.7359,-501054.3351,5.0
2362067.429,749020.7211,-501054.3352,5.0
2362067.434,749020.7052,-501054.3353,5.0
2362067.439,749020.6904,-501054.3353,5.0
2362067.444,749020.6746,-501054.3354,5.0
2362067.444,749020.6746,-501054.3354,5.0
2362067.444,749020.6746,-501054.3354,5.0
2362067.449,749020.6598,-501054.3355,5.0
2362067.454,749020.6439,-501054.3356,5.0
2362067.458,749020.6279,-501054.3353,5.0
2362067.463,749020.6131,-501054.3354,5.0
2362067.473,749020.5824,-501054.3356,5.0
2362067.478,749020.5666,-501054.3356,5.0
2362067.483,749020.5507,-501054.3357,5.0
2362067.488,749020.5359,-501054.3358,5.0
2362067.493,749020.5201,-501054.3359,5.0
2362067.493,749020.5201,-501054.3359,5.0
2362067.493,749020.5201,-501054.3359,5.0
2362067.497,749020.504,-501054.3356,5.0
2362067.502,749020.4892,-501054.3357,5.0
2362067.507,749020.4733,-501054.3358,5.0
2362067.512,749020.4575,-501054.3359,5.0
2362067.517,749020.4416,-501054.336,5.0
2362067.522,749020.4268,-501054.336,5.0
2362067.527,749020.411,-501054.3361,5.0
2362067.532,749020.3951,-501054.3362,5.0
2362067.537,749020.379,-501054.3359,5.0
2362067.542,749020.3632,-501054.336,5.0
2362067.542,749020.3632,-501054.336,5.0
2362067.547,749020.3473,-501054.3361,5.0
2362067.552,749020.3326,-501054.3362,5.0
2362067.557,749020.3167,-501054.3363,5.0
2362067.562,749020.3009,-501054.3363,5.0
2362067.567,749020.285,-501054.3364,5.0
2362067.571,749020.2689,-501054.3362,5.0
2362067.576,749020.2531,-501054.3363,5.0
2362067.582,749020.2372,-501054.3363,5.0
2362067.592,749020.2055,-501054.3365,5.0
2362067.592,749020.2055,-501054.3365,5.0
2362067.592,749020.2055,-501054.3365,5.0
2362067.597,749020.1897,-501054.3366,5.0
2362067.602,749020.1738,-501054.3367,5.0
2362067.606,749020.1577,-501054.3364,5.0
2362067.611,749020.1419,-501054.3365,5.0
2362067.617,749020.126,-501054.3366,5.0
2362067.622,749020.1102,-501054.3367,5.0
2362067.632,749020.0785,-501054.3368,5.0
2362067.637,749020.0626,-501054.3369,5.0
2362067.642,749020.0468,-501054.337,5.0
2362067.642,749020.0468,-501054.337,5.0
2362067.642,749020.0468,-501054.337,5.0
2362067.646,749020.0307,-501054.3367,5.0
2362067.652,749020.0138,-501054.3368,5.0
2362067.657,749019.9979,-501054.3369,5.0
2362067.662,749019.9821,-501054.337,5.0
2362067.667,749019.9662,-501054.3371,5.0
2362067.672,749019.9504,-501054.3372,5.0
2362067.682,749019.9174,-501054.337,5.0
2362067.687,749019.9015,-501054.3371,5.0
2362067.692,749019.8857,-501054.3372,5.0
2362067.692,749019.8857,-501054.3372,5.0
2362067.698,749019.8688,-501054.3372,5.0
2362067.703,749019.8529,-501054.3373,5.0
2362067.708,749019.837,-501054.3374,5.0
2362067.713,749019.8212,-501054.3375,5.0
2362067.719,749019.8043,-501054.3376,5.0
2362067.723,749019.7882,-501054.3373,5.0
2362067.728,749019.7723,-501054.3374,5.0
2362067.734,749019.7554,-501054.3375,5.0
2362067.744,749019.7237,-501054.3377,5.0
2362067.744,749019.7237,-501054.3377,5.0
2362067.744,749019.7237,-501054.3377,5.0
2362067.749,749019.7068,-501054.3377,5.0
2362067.754,749019.691,-501054.3378,5.0
2362067.759,749019.6738,-501054.3376,5.0
2362067.764,749019.658,-501054.3377,5.0
2362067.77,749019.6411,-501054.3378,5.0
2362067.775,749019.6252,-501054.3378,5.0
2362067.78,749019.6083,-501054.3379,5.0
2362067.785,749019.5925,-501054.338,5.0
2362067.795,749019.5595,-501054.3378,5.0
2362067.795,749019.5595,-501054.3378,5.0
2362067.801,749019.5426,-501054.3379,5.0
2362067.806,749019.5267,-501054.338,5.0
2362067.811,749019.5098,-501054.3381,5.0
2362067.816,749019.494,-501054.3382,5.0
2362067.822,749019.477,-501054.3383,5.0
2362067.832,749019.444,-501054.3381,5.0
2362067.837,749019.4271,-501054.3382,5.0
2362067.842,749019.4113,-501054.3383,5.0
2362067.848,749019.3944,-501054.3384,5.0
2362067.848,749019.3944,-501054.3384,5.0
2362067.848,749019.3944,-501054.3384,5.0
2362067.853,749019.3785,-501054.3384,5.0
2362067.858,749019.3616,-501054.3385,5.0
2362067.864,749019.3447,-501054.3386,5.0
2362067.868,749019.3276,-501054.3384,5.0
2362067.873,749019.3117,-501054.3385,5.0
2362067.884,749019.2779,-501054.3386,5.0
2362067.889,749019.2621,-501054.3387,5.0
2362067.895,749019.2451,-501054.3388,5.0
2362067.9,749019.2282,-501054.3389,5.0
2362067.9,749019.2282,-501054.3389,5.0
2362067.905,749019.2111,-501054.3387,5.0
2362067.911,749019.1942,-501054.3387,5.0
2362067.921,749019.1614,-501054.3389,5.0
2362067.927,749019.1445,-501054.339,5.0
2362067.932,749019.1276,-501054.3391,5.0
2362067.937,749019.1107,-501054.3392,5.0
2362067.942,749019.0936,-501054.3389,5.0
2362067.947,749019.0777,-501054.339,5.0
2362067.953,749019.0608,-501054.3391,5.0
2362067.953,749019.0608,-501054.3391,5.0
2362067.964,749019.027,-501054.3393,5.0
2362067.969,749019.0101,-501054.3394,5.0
2362067.975,749018.9932,-501054.3394,5.0
2362067.979,749018.976,-501054.3392,5.0
2362067.985,749018.9591,-501054.3393,5.0
2362067.99,749018.9422,-501054.3394,5.0
2362067.996,749018.9253,-501054.3395,5.0
